Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,PM10,PM25,NO2
10/20/2020,55,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,44,31,55,16
10/21/2020,53,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,40,31,53,17
10/22/2020,64,PM10,Chico-East Avenue,06-007-0008,AQS,3,37,64,44,6
10/23/2020,42,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,39,30,42,21
10/24/2020,51,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,46,35,51,15
10/25/2020,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,35,41,52,18
10/26/2020,35,Ozone,Chico-East Avenue,06-007-0008,AQS,3,35,23,32,10
10/27/2020,52,PM10,Chico-East Avenue,06-007-0008,AQS,5,42,52,44,24
10/28/2020,62,PM10,Chico-East Avenue,06-007-0008,AQS,5,58,62,58,18
10/29/2020,66,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,58,59,66,24
10/30/2020,68,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,7,49,53,68,25
10/31/2020,73,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,47,44,73,26
11/01/2020,63,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,44,32,63,25
11/02/2020,63,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,40,36,63,31
11/03/2020,68,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,45,44,68,28
11/04/2020,61,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,50,44,61,19
11/05/2020,67,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,47,47,67,17
11/06/2020,47,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,39,37,47,9
11/07/2020,34,Ozone,Paradise - Airport,06-007-0007,AQS,2,34,12,22,5
11/08/2020,31,Ozone,Paradise - Airport,06-007-0007,AQS,2,31,20,24,4
11/09/2020,47,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,27,22,47,18
11/10/2020,58,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,30,32,58,20
11/11/2020,66,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,37,40,66,25
11/12/2020,82,PM2.5,Chico-East Avenue,06-007-0008,AQS,13,37,43,82,27
11/13/2020,56,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,7,37,21,56,9
11/14/2020,65,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,23,14,65,20
11/15/2020,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,32,14,52,9
11/16/2020,69,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,35,22,69,16
11/17/2020,70,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,38,20,70,11
11/18/2020,26,Ozone,Paradise - Airport,06-007-0007,AQS,2,26,7,18,6
11/19/2020,77,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,29,8,77,11
11/20/2020,110,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,7,30,16,110,17
11/21/2020,72,PM2.5,Chico-East Avenue,06-007-0008,AQS,10,31,25,72,19
11/22/2020,77,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,11,29,21,77,14
11/23/2020,85,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,32,19,85,17
11/24/2020,80,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,32,17,80,16
11/25/2020,43,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,31,15,43,8
11/26/2020,31,Ozone,Paradise - Airport,06-007-0007,AQS,3,31,7,28,12
11/27/2020,57,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,32,20,57,22
11/28/2020,78,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,9,31,29,78,24
11/29/2020,98,PM2.5,Chico-East Avenue,06-007-0008,AQS,13,31,39,98,24
11/30/2020,77,PM2.5,Chico-East Avenue,06-007-0008,AQS,11,33,34,77,23
12/01/2020,64,PM2.5,Chico-East Avenue,06-007-0008,AQS,10,33,27,64,18
12/02/2020,69,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,32,31,69,25
12/03/2020,79,PM2.5,Chico-East Avenue,06-007-0008,AQS,10,42,42,79,25
12/04/2020,85,PM2.5,Chico-East Avenue,06-007-0008,AQS,11,32,45,85,29
12/05/2020,85,PM2.5,Chico-East Avenue,06-007-0008,AQS,10,36,45,85,24
12/06/2020,57,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,9,37,23,57,12
12/07/2020,41,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,36,22,41,19
12/08/2020,70,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,38,44,70,24
12/09/2020,66,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,30,36,66,14
12/10/2020,73,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,31,32,73,18
12/11/2020,71,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,28,30,71,16
12/12/2020,49,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,26,9,49,9
12/13/2020,48,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,27,8,48,8
12/14/2020,46,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,27,9,46,9
12/15/2020,69,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,25,20,69,12
12/16/2020,68,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,24,20,68,8
12/17/2020,57,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,31,8,57,8
12/18/2020,57,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,31,14,57,.
12/19/2020,82,PM2.5,Chico-East Avenue,06-007-0008,AQS,10,28,26,82,12
12/20/2020,111,PM2.5,Chico-East Avenue,06-007-0008,AQS,16,28,39,111,13
12/21/2020,87,PM2.5,Chico-East Avenue,06-007-0008,AQS,10,24,31,87,12
12/22/2020,61,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,37,17,61,9
12/23/2020,57,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,36,17,57,16
12/24/2020,98,PM2.5,Chico-East Avenue,06-007-0008,AQS,10,31,36,98,15
12/25/2020,67,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,8,31,19,67,11
12/26/2020,33,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,31,9,33,13
12/27/2020,44,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,31,10,44,9
12/28/2020,58,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,31,15,58,16
12/29/2020,60,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,33,19,60,17
12/30/2020,74,PM2.5,Chico-East Avenue,06-007-0008,AQS,13,27,25,74,11
12/31/2020,58,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,33,15,58,8
01/01/2021,77,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,28,22,77,9
01/02/2021,67,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,24,19,67,8
01/03/2021,66,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,24,18,66,8
01/04/2021,42,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,31,9,42,4
01/05/2021,45,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,31,11,45,13
01/06/2021,63,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,27,18,63,12
01/07/2021,59,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,29,15,59,10
01/08/2021,68,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,7,33,18,68,10
01/09/2021,53,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,33,11,53,10
01/10/2021,74,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,7,22,18,74,14
01/11/2021,80,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,22,26,80,15
01/12/2021,77,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,7,35,25,77,13
01/13/2021,66,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,32,21,66,9
01/14/2021,55,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,26,17,55,15
01/15/2021,75,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,8,29,20,75,9
01/16/2021,60,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,34,11,60,8
01/17/2021,55,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,38,7,55,9
01/18/2021,39,Ozone,Paradise - Airport,06-007-0007,AQS,3,39,10,19,7
01/19/2021,39,PM10,Chico-East Avenue,06-007-0008,AQS,2,35,39,38,5
01/20/2021,65,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,32,51,65,23
01/21/2021,65,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,34,31,65,22
01/22/2021,40,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,29,14,40,8
01/23/2021,56,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,31,14,56,13
01/24/2021,53,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,29,12,53,12
01/25/2021,33,Ozone,Paradise - Airport,06-007-0007,AQS,2,33,6,24,10
01/26/2021,52,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,33,12,52,21
01/27/2021,33,Ozone,Paradise - Airport,06-007-0007,AQS,2,33,3,19,4
01/28/2021,33,Ozone,Paradise - Airport,06-007-0007,AQS,2,33,4,21,5
01/29/2021,31,Ozone,Paradise - Airport,06-007-0007,AQS,2,31,5,26,8
01/30/2021,34,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,32,9,34,14
01/31/2021,52,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,31,12,52,10
02/01/2021,53,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,33,13,53,9
02/02/2021,30,Ozone,Paradise - Airport,06-007-0007,AQS,2,30,6,17,5
02/03/2021,44,Ozone,Paradise - Airport,06-007-0007,AQS,3,44,9,41,9
02/04/2021,44,Ozone,Paradise - Airport,06-007-0007,AQS,3,44,6,32,16
02/05/2021,61,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,40,19,61,20
02/06/2021,65,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,39,20,65,17
02/07/2021,64,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,34,20,64,18
02/08/2021,64,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,32,23,64,18
02/09/2021,70,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,37,19,70,15
02/10/2021,64,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,35,19,64,11
02/11/2021,49,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,29,10,49,12
02/12/2021,36,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,31,8,36,13
02/13/2021,35,Ozone,Paradise - Airport,06-007-0007,AQS,3,35,4,16,2
02/14/2021,31,Ozone,Paradise - Airport,06-007-0007,AQS,2,31,4,8,6
02/15/2021,28,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,26,6,28,8
02/16/2021,37,Ozone,Paradise - Airport,06-007-0007,AQS,3,37,8,31,10
02/17/2021,46,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,37,12,46,21
02/18/2021,54,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,37,14,54,21
02/19/2021,36,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,30,8,36,5
02/20/2021,34,Ozone,Paradise - Airport,06-007-0007,AQS,3,34,6,33,11
02/21/2021,36,Ozone,Paradise - Airport,06-007-0007,AQS,3,36,5,18,7
02/22/2021,36,Ozone,Paradise - Airport,06-007-0007,AQS,3,36,10,32,12
02/23/2021,42,Ozone,Paradise - Airport,06-007-0007,AQS,3,42,13,41,10
02/24/2021,42,Ozone,Paradise - Airport,06-007-0007,AQS,3,42,22,29,15
02/25/2021,42,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,41,12,42,17
02/26/2021,55,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,38,13,55,14
02/27/2021,40,Ozone,Paradise - Airport,06-007-0007,AQS,3,40,10,32,11
02/28/2021,43,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,39,11,43,16
03/01/2021,61,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,48,19,61,15
03/02/2021,60,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,47,21,60,12
03/03/2021,58,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,44,23,58,12
03/04/2021,57,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,51,25,57,6
03/05/2021,49,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,49,23,49,15
03/06/2021,39,Ozone,Paradise - Airport,06-007-0007,AQS,1,39,6,18,5
03/07/2021,33,Ozone,Paradise - Airport,06-007-0007,AQS,2,33,6,32,9
03/08/2021,40,Ozone,Paradise - Airport,06-007-0007,AQS,2,40,11,35,5
03/09/2021,39,Ozone,Paradise - Airport,06-007-0007,AQS,2,39,6,23,5
03/10/2021,40,Ozone,Paradise - Airport,06-007-0007,AQS,2,40,5,28,7
03/11/2021,38,Ozone,Paradise - Airport,06-007-0007,AQS,2,38,,28,10
03/12/2021,39,Ozone,Paradise - Airport,06-007-0007,AQS,3,39,,30,14
03/13/2021,48,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,40,,48,12
03/14/2021,38,Ozone,Paradise - Airport,06-007-0007,AQS,2,38,,28,3
03/15/2021,34,Ozone,Paradise - Airport,06-007-0007,AQS,2,34,,22,8
03/16/2021,35,Ozone,Paradise - Airport,06-007-0007,AQS,2,35,,28,11
03/17/2021,43,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,33,,43,9
03/18/2021,44,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,36,,44,7
03/19/2021,38,Ozone,Paradise - Airport,06-007-0007,AQS,2,38,,26,
03/20/2021,37,Ozone,Paradise - Airport,06-007-0007,AQS,2,37,6,27,
03/21/2021,36,Ozone,Paradise - Airport,06-007-0007,AQS,2,36,7,23,
03/22/2021,37,Ozone,Paradise - Airport,06-007-0007,AQS,3,37,9,34,
03/23/2021,41,Ozone,Paradise - Airport,06-007-0007,AQS,1,41,6,14,
03/24/2021,42,Ozone,Paradise - Airport,06-007-0007,AQS,2,42,9,19,
03/25/2021,40,Ozone,Paradise - Airport,06-007-0007,AQS,2,40,8,24,17
03/26/2021,37,Ozone,Paradise - Airport,06-007-0007,AQS,2,37,9,19,7
03/27/2021,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,45,15,52,12
03/28/2021,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,45,15,52,9
03/29/2021,48,Ozone,Paradise - Airport,06-007-0007,AQS,2,48,25,22,11
03/30/2021,44,Ozone,Paradise - Airport,06-007-0007,AQS,1,44,19,21,8
03/31/2021,58,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,51,19,58,12
04/01/2021,74,Ozone,Paradise - Airport,06-007-0007,AQS,2,74,29,58,9
04/02/2021,77,Ozone,Paradise - Airport,06-007-0007,AQS,2,77,27,51,8
04/03/2021,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,48,24,52,7
04/04/2021,49,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,41,18,49,6
04/05/2021,45,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,42,19,45,8
04/06/2021,53,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,45,28,53,9
04/07/2021,52,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,44,25,52,8
04/08/2021,55,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,45,19,55,14
04/09/2021,47,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,46,21,47,14
04/10/2021,52,PM2.5,Paradise - Theater,06-007-2002,AQS,2,48,19,52,8
04/11/2021,44,Ozone,Paradise - Airport,06-007-0007,AQS,1,44,14,32,10
04/12/2021,47,Ozone,Paradise - Airport,06-007-0007,AQS,2,47,20,33,11
04/13/2021,43,Ozone,Paradise - Airport,06-007-0007,AQS,1,43,22,39,10
04/14/2021,40,Ozone,Paradise - Airport,06-007-0007,AQS,1,40,21,29,14
04/15/2021,44,Ozone,Paradise - Airport,06-007-0007,AQS,1,44,26,41,8
04/16/2021,42,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,40,24,42,10
04/17/2021,43,Ozone,Paradise - Airport,06-007-0007,AQS,2,43,14,27,7
04/18/2021,44,Ozone,Paradise - Airport,06-007-0007,AQS,1,44,10,24,8
04/19/2021,53,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,51,31,53,17
04/20/2021,53,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,44,35,53,7
04/21/2021,54,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,1,43,23,54,8
04/22/2021,61,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,1,49,51,61,7
04/23/2021,61,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,1,47,51,61,4
04/24/2021,39,Ozone,Paradise - Airport,06-007-0007,AQS,1,39,22,36,3
04/25/2021,35,Ozone,Paradise - Airport,06-007-0007,AQS,1,35,9,19,3
04/26/2021,39,Ozone,Paradise - Airport,06-007-0007,AQS,1,39,5,23,6
04/27/2021,38,Ozone,Paradise - Airport,06-007-0007,AQS,1,38,7,17,7
04/28/2021,49,Ozone,Paradise - Airport,06-007-0007,AQS,1,49,11,29,9
04/29/2021,64,Ozone,Paradise - Airport,06-007-0007,AQS,1,64,29,46,8
04/30/2021,84,Ozone,Paradise - Airport,06-007-0007,AQS,2,84,31,37,9
05/01/2021,41,Ozone,Paradise - Airport,06-007-0007,AQS,1,41,19,28,5
05/02/2021,41,Ozone,Paradise - Airport,06-007-0007,AQS,1,41,21,26,5
05/03/2021,43,Ozone,Paradise - Airport,06-007-0007,AQS,1,43,16,21,3
05/04/2021,47,Ozone,Paradise - Airport,06-007-0007,AQS,1,47,14,39,8
05/05/2021,58,Ozone,Paradise - Airport,06-007-0007,AQS,2,58,26,39,11
05/06/2021,44,Ozone,Paradise - Airport,06-007-0007,AQS,1,44,30,34,4
05/07/2021,43,Ozone,Paradise - Airport,06-007-0007,AQS,1,43,17,16,5
05/08/2021,39,Ozone,Paradise - Airport,06-007-0007,AQS,1,39,20,21,1
05/09/2021,43,Ozone,Paradise - Airport,06-007-0007,AQS,1,43,11,16,1
05/10/2021,45,Ozone,Paradise - Airport,06-007-0007,AQS,1,45,14,26,8
05/11/2021,61,Ozone,Paradise - Airport,06-007-0007,AQS,2,61,16,29,12
05/12/2021,77,Ozone,Paradise - Airport,06-007-0007,AQS,2,77,24,41,14
05/13/2021,105,Ozone,Paradise - Airport,06-007-0007,AQS,2,105,25,51,8
05/14/2021,67,Ozone,Paradise - Airport,06-007-0007,AQS,2,67,33,55,8
05/15/2021,59,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,1,39,24,59,5
05/16/2021,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,1,45,21,52,4
05/17/2021,45,Ozone,Paradise - Airport,06-007-0007,AQS,2,45,22,39,5
05/18/2021,44,Ozone,Paradise - Airport,06-007-0007,AQS,1,44,22,27,4
05/19/2021,46,Ozone,Paradise - Airport,06-007-0007,AQS,1,46,27,39,3
05/20/2021,39,Ozone,Paradise - Airport,06-007-0007,AQS,1,39,17,17,1
05/21/2021,38,Ozone,Paradise - Airport,06-007-0007,AQS,1,38,15,23,5
05/22/2021,36,Ozone,Paradise - Airport,06-007-0007,AQS,1,36,9,18,6
05/23/2021,42,Ozone,Paradise - Airport,06-007-0007,AQS,1,42,14,36,4
05/24/2021,38,Ozone,Paradise - Airport,06-007-0007,AQS,1,38,15,28,6
05/25/2021,40,Ozone,Paradise - Airport,06-007-0007,AQS,1,40,11,24,7
05/26/2021,48,Ozone,Paradise - Airport,06-007-0007,AQS,1,48,14,23,7
05/27/2021,58,Ozone,Paradise - Airport,06-007-0007,AQS,1,58,19,34,8
05/28/2021,44,Ozone,Paradise - Airport,06-007-0007,AQS,1,44,18,27,7
05/29/2021,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,1,48,26,52,4
05/30/2021,54,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,1,51,20,54,7
05/31/2021,48,Ozone,Paradise - Airport,06-007-0007,AQS,1,48,17,47,7
06/01/2021,64,Ozone,Chico-East Avenue,06-007-0008,AQS,2,64,27,52,8
06/02/2021,45,Ozone,Paradise - Airport,06-007-0007,AQS,2,45,25,43,6
06/03/2021,67,Ozone,Paradise - Airport,06-007-0007,AQS,2,67,25,44,6
06/04/2021,52,PM2.5,Chico-East Avenue,06-007-0008,AQS,1,51,27,52,6
06/05/2021,71,Ozone,Paradise - Airport,06-007-0007,AQS,1,71,22,51,5
06/06/2021,58,Ozone,Paradise - Airport,06-007-0007,AQS,1,58,18,52,7
06/07/2021,45,Ozone,Paradise - Airport,06-007-0007,AQS,1,45,44,42,4
06/08/2021,44,Ozone,Paradise - Airport,06-007-0007,AQS,1,44,21,26,3
06/09/2021,41,Ozone,Paradise - Airport,06-007-0007,AQS,1,41,15,27,5
06/10/2021,40,Ozone,Paradise - Airport,06-007-0007,AQS,1,40,9,16,7
06/11/2021,44,Ozone,Paradise - Airport,06-007-0007,AQS,1,44,15,17,5
06/12/2021,31,Ozone,Paradise - Airport,06-007-0007,AQS,1,31,11,25,5
06/13/2021,21,Ozone,Paradise - Airport,06-007-0007,AQS,1,21,9,12,4
06/14/2021,32,Ozone,Paradise - Airport,06-007-0007,AQS,1,32,12,16,4
06/15/2021,42,Ozone,Paradise - Airport,06-007-0007,AQS,1,42,13,32,6
06/16/2021,67,Ozone,Paradise - Airport,06-007-0007,AQS,1,67,14,38,8
06/17/2021,83,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,74,40,83,29
06/18/2021,81,PM2.5,Chico-East Avenue,06-007-0008,AQS,15,64,36,81,16
06/19/2021,90,Ozone,Paradise - Airport,06-007-0007,AQS,2,90,19,55,8
06/20/2021,67,Ozone,Paradise - Airport,06-007-0007,AQS,2,67,16,47,5
06/21/2021,49,Ozone,Paradise - Airport,06-007-0007,AQS,1,49,21,33,4
06/22/2021,41,Ozone,Chico-East Avenue,06-007-0008,AQS,1,41,19,32,3
06/23/2021,51,PM2.5,Paradise - Theater,06-007-2002,AQS,1,38,20,51,5
06/24/2021,40,Ozone,Paradise - Airport,06-007-0007,AQS,1,40,20,31,3
06/25/2021,50,Ozone,Paradise - Airport,06-007-0007,AQS,1,50,22,36,4
06/26/2021,58,Ozone,Paradise - Airport,06-007-0007,AQS,1,58,24,42,4
06/27/2021,50,Ozone,Paradise - Airport,06-007-0007,AQS,1,50,19,47,4
06/28/2021,51,Ozone,Paradise - Airport,06-007-0007,AQS,1,51,26,44,5
06/29/2021,58,Ozone,Paradise - Airport,06-007-0007,AQS,1,58,27,44,5
06/30/2021,61,Ozone,Paradise - Airport,06-007-0007,AQS,1,61,29,55,7
07/01/2021,52,PM2.5,Chico-East Avenue,06-007-0008,AQS,1,45,23,52,4
07/02/2021,54,Ozone,Paradise - Airport,06-007-0007,AQS,1,54,25,46,6
07/03/2021,49,Ozone,Paradise - Airport,06-007-0007,AQS,1,49,19,42,4
07/04/2021,50,Ozone,Paradise - Airport,06-007-0007,AQS,1,50,18,44,4
07/05/2021,58,Ozone,Paradise - Airport,06-007-0007,AQS,1,58,24,57,5
07/06/2021,67,Ozone,Paradise - Airport,06-007-0007,AQS,2,67,24,48,
07/07/2021,58,Ozone,Paradise - Airport,06-007-0007,AQS,2,58,30,49,
07/08/2021,84,Ozone,Paradise - Airport,06-007-0007,AQS,2,84,24,44,8
07/09/2021,87,Ozone,Chico-East Avenue,06-007-0008,AQS,2,87,22,32,11
07/10/2021,71,Ozone,Chico-East Avenue,06-007-0008,AQS,2,71,20,38,8
07/11/2021,71,Ozone,Paradise - Airport,06-007-0007,AQS,2,71,19,43,4
07/12/2021,80,Ozone,Paradise - Airport,06-007-0007,AQS,2,80,33,60,7
07/13/2021,71,Ozone,Paradise - Airport,06-007-0007,AQS,2,71,33,55,7
07/14/2021,80,Ozone,Paradise - Airport,06-007-0007,AQS,2,80,29,61,8
07/15/2021,104,PM2.5,Paradise - Theater,06-007-2002,AQS,2,51,27,104,5
07/16/2021,133,PM2.5,Paradise - Theater,06-007-2002,AQS,2,87,26,133,7
07/17/2021,129,PM2.5,Paradise - Theater,06-007-2002,AQS,2,87,25,129,7
07/18/2021,165,PM2.5,Paradise - Theater,06-007-2002,AQS,3,87,23,165,5
07/19/2021,112,PM2.5,Paradise - Theater,06-007-2002,AQS,2,46,22,112,18
07/20/2021,61,PM2.5,Paradise - Theater,06-007-2002,AQS,1,49,25,61,8
07/21/2021,118,PM2.5,Paradise - Theater,06-007-2002,AQS,1,87,25,118,7
07/22/2021,143,PM2.5,Paradise - Theater,06-007-2002,AQS,2,90,28,143,9
07/23/2021,220,PM2.5,Paradise - Theater,06-007-2002,AQS,3,108,32,220,9
07/24/2021,95,PM2.5,Paradise - Theater,06-007-2002,AQS,3,58,31,95,14
07/25/2021,93,PM2.5,Paradise - Theater,06-007-2002,AQS,3,67,27,93,8
07/26/2021,56,PM2.5,Paradise - Theater,06-007-2002,AQS,1,50,30,56,5
07/27/2021,80,PM2.5,Paradise - Theater,06-007-2002,AQS,1,44,23,80,8
07/28/2021,177,PM2.5,Paradise - Theater,06-007-2002,AQS,5,64,37,177,8
07/29/2021,157,PM2.5,Paradise - Theater,06-007-2002,AQS,2,61,31,157,11
07/30/2021,79,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,61,43,79,8
07/31/2021,45,Ozone,Paradise - Airport,06-007-0007,AQS,3,45,22,29,4
08/01/2021,43,Ozone,Paradise - Airport,06-007-0007,AQS,1,43,19,39,5
08/02/2021,67,Ozone,Paradise - Airport,06-007-0007,AQS,1,67,19,36,10
08/03/2021,67,Ozone,Paradise - Airport,06-007-0007,AQS,1,67,22,47,7
08/04/2021,83,PM2.5,Paradise - Theater,06-007-2002,AQS,3,71,36,83,13
08/05/2021,44,Ozone,Paradise - Airport,06-007-0007,AQS,1,44,27,41,5
08/06/2021,257,PM2.5,Paradise - Theater,06-007-2002,AQS,10,77,75,257,14
08/07/2021,256,PM2.5,Paradise - Theater,06-007-2002,AQS,13,54,88,256,12
08/08/2021,166,PM2.5,Paradise - Theater,06-007-2002,AQS,17,50,69,166,9
